value,ci,ds_complete,technique,dsn
0.0863117816899202,"(0.05260385313796271, 0.12001971024187769)",ds16_10.0-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0,"(0.0, 0.0752631591814728)",ds32_0.5-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds32
0.0,"(0.0, 0.0045429459929252755)",ds56_1.0-privateSMOTE_QI2_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds56
0.0,"(0.0, 0.0032690502061361484)",ds8_1.0-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds8
0.0,"(0.0, 0.002711114264858369)",ds37_10.0-privateSMOTE_QI1_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0022652090197674,"(0.0, 0.014305325628291206)",ds32_10.0-privateSMOTE_QI1_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds32
0.0,"(0.0, 0.0029984097874984216)",ds33_0.5-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds33
0.0625459215731743,"(0.04534295354586981, 0.0797488896004789)",ds55_1.0-privateSMOTE_QI0_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds55
0.0953803114781756,"(0.057134797149992, 0.13362582580635932)",ds4_0.5-privateSMOTE_QI2_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds4
0.0,"(0.0, 0.003993485251993255)",ds55_0.5-privateSMOTE_QI1_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds55
0.0341899645716893,"(0.023775141646693247, 0.0446047874966854)",ds38_0.1-privateSMOTE_QI0_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds38
0.0047411176833856,"(0.0, 0.04007812846891498)",ds59_5.0-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds59
0.0,"(0.0, 0.018213614800342257)",ds10_0.5-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds10
0.0021056145543311,"(0.0, 0.03521123871275131)",ds24_1.0-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.00752570283355946)",ds5_10.0-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds5
0.0302327369442931,"(0.00666249231669272, 0.053802981571893664)",ds14_5.0-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds14
0.016397704444919,"(0.0, 0.0477013178690899)",ds5_5.0-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds5
0.0,"(0.0, 0.005937724270826808)",ds68_0.5-privateSMOTE_QI0_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds68
0.0160991472613608,"(0.0, 0.03791527405646684)",ds24_0.1-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.005052613096018524)",ds33_10.0-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds33
0.0205211626905992,"(0.0, 0.07784368432397547)",ds2_1.0-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0,"(0.0, 0.0045429459929252755)",ds56_0.1-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds56
0.4077751912303965,"(0.3566924751800058, 0.45885790728078735)",ds16_0.1-privateSMOTE_QI2_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0,"(0.0, 0.0045429459929252755)",ds56_1.0-privateSMOTE_QI1_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds56
0.0,"(0.0, 0.04905233649523585)",ds2_10.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0989514543853907,"(0.05286088388709666, 0.1450420248836849)",ds14_10.0-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds14
0.0005073770776662,"(0.0, 0.007421563995225523)",ds50_1.0-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds50
0.0016139857784391,"(0.0, 0.005232802224248784)",ds55_10.0-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds55
0.002304357912224,"(0.0, 0.01948884175868977)",ds32_10.0-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds32
0.0732352552534683,"(0.06071231413604775, 0.08575819637088897)",ds50_0.1-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds50
0.0040202606474533,"(0.0, 0.008175829430091435)",ds50_1.0-privateSMOTE_QI2_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds50
0.0112392919299571,"(0.0, 0.06375850350249318)",ds10_10.0-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds10
0.0,"(0.0, 0.032013434577097086)",ds59_10.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds59
0.0,"(0.0, 0.00700626513471546)",ds5_1.0-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds5
0.0343795375562255,"(0.024614430772643397, 0.04414464433980764)",ds50_10.0-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds50
0.0,"(0.0, 0.012742422117363808)",ds8_1.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds8
0.019809754113314,"(0.0, 0.06384533149826838)",ds2_0.5-privateSMOTE_QI0_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds2
0.0043013196904287,"(0.0, 0.012424649019496515)",ds38_5.0-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds38
0.0,"(0.0, 0.010892264719735924)",ds38_1.0-privateSMOTE_QI2_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds38
0.031100856908113,"(0.0, 0.09287595554806394)",ds2_0.5-privateSMOTE_QI1_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds2
0.0050530089825455,"(0.0, 0.011904752092547956)",ds68_5.0-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds68
0.0833500181946714,"(0.05129428257041643, 0.11540575381892637)",ds16_10.0-privateSMOTE_QI2_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0004568461463971,"(0.0, 0.004914949170604578)",ds68_10.0-privateSMOTE_QI1_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds68
0.0,"(0.0, 0.014971437594390156)",ds24_0.5-privateSMOTE_QI2_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.019477530652788573)",ds32_5.0-privateSMOTE_QI0_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds32
0.0394154241960168,"(0.02930336669939336, 0.04952748169264043)",ds50_10.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds50
0.0,"(0.0, 0.015100838871249023)",ds32_1.0-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds32
0.0254504261330444,"(0.0, 0.051998371544129944)",ds16_1.0-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0055378121761128,"(0.00014939389415176592, 0.010926230458073973)",ds51_0.1-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds51
0.0064243463681118,"(0.0, 0.013363753276386246)",ds38_0.1-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds38
0.0622245577865389,"(0.013003730311244188, 0.11144538526183365)",ds59_0.1-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds59
0.0312985770099216,"(0.022114689019504148, 0.040482465000339245)",ds50_10.0-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds50
0.0,"(0.0, 0.0033855034530946965)",ds68_0.1-privateSMOTE_QI2_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds68
0.0039926477036681,"(0.0, 0.020407975114708717)",ds24_0.1-privateSMOTE_QI1_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.0008377141895145939)",ds68_5.0-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds68
0.341536785426474,"(0.2857403696481721, 0.39733320120477594)",ds4_0.1-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds4
0.0,"(0.0, 0.0030758310313655137)",ds68_5.0-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds68
0.0060672203762758,"(0.0, 0.017491052918460204)",ds37_0.1-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0,"(0.0, 0.0045429459929252755)",ds56_0.1-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds56
0.0346806409286726,"(0.021387848616998044, 0.04797343324034727)",ds51_10.0-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds51
0.0057806779174473,"(0.0, 0.016426030846444686)",ds38_5.0-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds38
0.0,"(0.0, 0.009651970797633759)",ds8_1.0-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds8
0.0040819628363275,"(0.0, 0.018022362071252775)",ds37_1.0-privateSMOTE_QI0_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds37
0.0,"(0.0, 0.027362225551954788)",ds24_10.0-privateSMOTE_QI0_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.06600400667029963)",ds2_0.5-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0020172263775715,"(0.0, 0.007219286509658526)",ds50_0.5-privateSMOTE_QI0_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds50
0.0,"(0.0, 0.002711114264858369)",ds37_1.0-privateSMOTE_QI1_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0,"(0.0, 0.019417581975195854)",ds37_0.1-privateSMOTE_QI1_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds37
0.0045928405019228,"(0.0, 0.021137769185830775)",ds32_5.0-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds32
0.0080896271683677,"(0.0, 0.019829651561446796)",ds37_0.5-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0,"(0.0, 0.03803585221627548)",ds5_5.0-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds5
0.0213994457041669,"(0.0, 0.09932065583079602)",ds59_0.1-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds59
0.0004568461463971,"(0.0, 0.004914949170604578)",ds68_10.0-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds68
0.0197190437278045,"(0.009095995442596181, 0.030342092013012936)",ds51_0.5-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds51
0.0,"(0.0, 0.001584635399574394)",ds68_5.0-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds68
0.0232341925402433,"(0.008189761065259359, 0.03827862401522735)",ds51_0.5-privateSMOTE_QI0_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds51
0.039555342583839,"(0.02880905335960783, 0.05030163180807021)",ds50_10.0-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds50
0.0018257164425462,"(0.0, 0.006187290119087826)",ds68_10.0-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds68
0.0,"(0.0, 0.0032690502061361484)",ds8_0.5-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds8
0.0344921869517175,"(0.0065836291826959215, 0.06240074472073913)",ds10_5.0-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds10
0.0032217317617836,"(1.680563676009642e-05, 0.00642665788680721)",ds55_10.0-privateSMOTE_QI2_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds55
0.0578703489424792,"(0.03692588888758547, 0.07881480899737296)",ds51_10.0-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds51
0.0,"(0.0, 0.0045429459929252755)",ds56_10.0-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds56
0.0,"(0.0, 0.011076568830577942)",ds38_0.5-privateSMOTE_QI2_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds38
0.0,"(0.0, 0.027653713895059488)",ds10_0.1-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds10
0.0926120143094795,"(0.049028547853523355, 0.1361954807654357)",ds4_5.0-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds4
0.0,"(0.0, 0.00950712028813267)",ds38_5.0-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds38
0.0245193316758816,"(0.0, 0.07715399808826587)",ds59_10.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds59
0.0,"(0.0, 0.005630499112437617)",ds33_1.0-privateSMOTE_QI2_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds33
0.0,"(0.0, 0.004768064532660252)",ds38_10.0-privateSMOTE_QI2_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds38
0.0096178282401146,"(0.0, 0.028227435481835227)",ds5_0.1-privateSMOTE_QI0_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds5
0.0033824894384805,"(0.0, 0.017679037656522324)",ds33_5.0-privateSMOTE_QI2_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds33
0.0,"(0.0, 0.0648581997862584)",ds5_0.1-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds5
0.0,"(0.0, 0.02108108538134429)",ds59_5.0-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds59
0.0,"(0.0, 0.0045429459929252755)",ds56_0.1-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds56
0.0,"(0.0, 0.00644077315816108)",ds37_0.1-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0,"(0.0, 0.02175772252939739)",ds5_1.0-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds5
0.0079552620662668,"(0.0, 0.02499954529915853)",ds33_5.0-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds33
0.0,"(0.0, 0.013048170738057745)",ds24_0.5-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds24
0.0252626393147205,"(0.0, 0.07787514971945267)",ds2_1.0-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0,"(0.0, 0.013503992099884052)",ds59_0.5-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds59
0.003587004550908,"(0.0, 0.011836085670588147)",ds38_10.0-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds38
0.0,"(0.0, 0.0025095258152350967)",ds68_0.1-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds68
0.0123476930224418,"(0.0, 0.040546127140380646)",ds24_0.1-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds24
0.066503382346629,"(0.023674603173750433, 0.10933216151950768)",ds16_5.0-privateSMOTE_QI1_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds16
0.0,"(0.0, 0.07106538139610621)",ds59_0.5-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds59
0.0007158602338316,"(0.0, 0.007691096025371484)",ds38_10.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds38
0.0021429784822627,"(0.0, 0.00852067693627044)",ds38_0.5-privateSMOTE_QI1_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds38
0.0,"(0.0, 0.0032690502061361484)",ds8_0.1-privateSMOTE_QI1_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds8
0.0406635098390337,"(0.0, 0.11368640390532203)",ds10_0.1-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds10
0.034496229243512,"(0.0, 0.07898854428276342)",ds2_0.1-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0757879179441616,"(0.017257137798600664, 0.13431869808972263)",ds2_5.0-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.1414181855349765,"(0.12162704397876359, 0.16120932709118943)",ds55_10.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds55
0.0320991685562503,"(0.0, 0.10320108778459178)",ds2_0.1-privateSMOTE_QI2_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds2
0.0420305950676591,"(0.026369552826459874, 0.05769163730885847)",ds51_10.0-privateSMOTE_QI0_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds51
0.0051424361026789,"(0.0, 0.03218572503221477)",ds16_1.0-privateSMOTE_QI1_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0215331532026797,"(0.002866822781964172, 0.04019948362339534)",ds51_1.0-privateSMOTE_QI0_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds51
0.0773353876850072,"(0.040747878447572154, 0.11392289692244242)",ds16_10.0-privateSMOTE_QI2_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.026205408991753,"(0.0, 0.11570172993351605)",ds32_10.0-privateSMOTE_QI2_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds32
0.04885314297545,"(0.01594257781745754, 0.08176370813344253)",ds4_5.0-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds4
0.0,"(0.0, 0.004072195761377691)",ds2_0.5-privateSMOTE_QI1_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0012878628749676,"(0.0, 0.003801856396818653)",ds55_0.1-privateSMOTE_QI2_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds55
0.0251356407892797,"(0.0, 0.08594296881884356)",ds59_5.0-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds59
0.0106791691958688,"(0.0, 0.04719182379772893)",ds10_10.0-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds10
0.0253858181440941,"(0.0, 0.051003555915553535)",ds14_5.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds14
0.0,"(0.0, 0.002711114264858369)",ds37_0.5-privateSMOTE_QI2_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds37
0.1573665987815389,"(0.10859794307016549, 0.20613525449291234)",ds14_0.1-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds14
0.0,"(0.0, 0.043536762624564455)",ds59_0.5-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds59
0.0299448577775111,"(0.00872812884125911, 0.05116158671376324)",ds24_0.1-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.0045429459929252755)",ds56_1.0-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds56
0.0335055311158286,"(0.0, 0.07850267672112735)",ds59_0.5-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds59
0.0252673746519739,"(0.0, 0.06032914194130748)",ds24_10.0-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds24
0.0114953002749782,"(0.0, 0.029108797919962445)",ds32_0.1-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds32
0.0,"(0.0, 0.002711114264858369)",ds37_5.0-privateSMOTE_QI1_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0,"(0.0, 0.004316596026518739)",ds50_0.5-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds50
0.0710459451556898,"(0.026144138385261084, 0.11594775192611853)",ds32_10.0-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds32
0.1126244713357966,"(0.06523725867746291, 0.16001168399413032)",ds4_10.0-privateSMOTE_QI0_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds4
0.0310141046676086,"(0.0, 0.06328899017491386)",ds16_0.5-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0610810227193067,"(0.029596049523243434, 0.09256599591537013)",ds4_5.0-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds4
0.0050739862628611,"(0.0, 0.01023289400347381)",ds51_10.0-privateSMOTE_QI1_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds51
0.0,"(0.0, 0.002711114264858369)",ds37_0.1-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds37
0.0080821023697383,"(0.0, 0.030058735851294986)",ds24_0.1-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds24
0.0,"(0.0, 0.0032690502061361484)",ds8_0.5-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds8
0.0022537600311933,"(0.0, 0.0049927675826188685)",ds55_5.0-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds55
0.0,"(0.0, 0.0032690502061361484)",ds8_0.1-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds8
0.0464012326110043,"(0.01305520909515795, 0.0797472561268508)",ds14_5.0-privateSMOTE_QI2_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds14
0.0151929224099189,"(0.0, 0.03801127399193442)",ds16_1.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds16
0.0405883703980706,"(0.023676514591110677, 0.057500226205030654)",ds51_0.1-privateSMOTE_QI0_knn3_per2.csv,$\epsilon$-PrivateSMOTE,ds51
0.0,"(0.0, 0.0032690502061361484)",ds8_0.1-privateSMOTE_QI0_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds8
0.0282108622863796,"(0.0, 0.05775124405981798)",ds4_1.0-privateSMOTE_QI2_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds4
0.0,"(0.0, 0.0016748059590554597)",ds38_10.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds38
0.0,"(0.0, 0.007519325373330403)",ds10_1.0-privateSMOTE_QI1_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds10
0.0132205136911783,"(0.002148319707421794, 0.02429270767493497)",ds51_1.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds51
0.0004566375332997,"(0.0, 0.00473112855534631)",ds68_0.5-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds68
0.0,"(0.0, 0.0045429459929252755)",ds56_0.5-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds56
0.0551631353465662,"(0.0038109250658822647, 0.10651534562725028)",ds10_5.0-privateSMOTE_QI2_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds10
0.0359120347085486,"(0.0, 0.09494086937410291)",ds2_0.1-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds2
0.0562048055509963,"(0.0, 0.14114462234314906)",ds2_0.1-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds2
0.0431359013701801,"(0.0, 0.08718749561717909)",ds14_5.0-privateSMOTE_QI1_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds14
0.0329033166622149,"(0.0, 0.06800678381924817)",ds5_1.0-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds5
0.0041191425752223,"(0.0, 0.009822655563902218)",ds68_5.0-privateSMOTE_QI2_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds68
0.0204786071922317,"(0.004703238843588659, 0.036253975540874894)",ds51_0.5-privateSMOTE_QI0_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds51
0.0,"(0.0, 0.002711114264858369)",ds37_1.0-privateSMOTE_QI1_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds37
0.0249044572241043,"(0.0, 0.1016185046869269)",ds10_0.5-privateSMOTE_QI1_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds10
0.0061993624527212,"(0.0, 0.03485195283349657)",ds24_5.0-privateSMOTE_QI0_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds24
0.00213992127876,"(0.0, 0.007871588018803288)",ds38_5.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds38
0.0077535261669021,"(0.0, 0.036989386877181556)",ds14_0.5-privateSMOTE_QI0_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds14
0.0010142803271801,"(0.0, 0.012664067856717864)",ds37_10.0-privateSMOTE_QI0_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds37
0.0377499644431168,"(0.0, 0.07762139533299861)",ds59_1.0-privateSMOTE_QI1_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds59
0.0160014496506847,"(0.0, 0.03267157751979498)",ds32_0.5-privateSMOTE_QI0_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds32
0.0,"(0.0, 0.0045429459929252755)",ds56_5.0-privateSMOTE_QI2_knn1_per2.csv,$\epsilon$-PrivateSMOTE,ds56
0.0,"(0.0, 0.0013333588018213192)",ds38_10.0-privateSMOTE_QI1_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds38
0.0104558496214802,"(0.0, 0.03809954078752936)",ds10_1.0-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds10
0.0104072019796771,"(0.0, 0.021584635119787747)",ds51_1.0-privateSMOTE_QI2_knn5_per2.csv,$\epsilon$-PrivateSMOTE,ds51
0.0,"(0.0, 0.008122365533901336)",ds33_0.5-privateSMOTE_QI1_knn3_per1.csv,$\epsilon$-PrivateSMOTE,ds33
0.0966344333438178,"(0.007888698096202768, 0.18538016859143291)",ds2_10.0-privateSMOTE_QI0_knn5_per1.csv,$\epsilon$-PrivateSMOTE,ds2
0.0,"(0.0, 0.010056993150641588)",ds32_1.0-privateSMOTE_QI0_knn1_per3.csv,$\epsilon$-PrivateSMOTE,ds32
0.0430785400060654,"(0.0, 0.08956001038974987)",ds59_5.0-privateSMOTE_QI0_knn3_per3.csv,$\epsilon$-PrivateSMOTE,ds59
0.0,"(0.0, 0.01662822277658181)",ds33_0.1-privateSMOTE_QI0_knn1_per1.csv,$\epsilon$-PrivateSMOTE,ds33
0.0685417089890542,"(0.03686466532176472, 0.10021875265634383)",ds16_0.5-privateSMOTE_QI2_knn5_per3.csv,$\epsilon$-PrivateSMOTE,ds16
